name,address,city,zip,capacity,license_type,status,state,license_number
Mcgee Tami Corrigan,1160 Oakcrest Dr,Sauk Rapids,56379,0,Family Child Care,Active,MN,1081431
McGinn Theresa M,1492 Rosewood Cir,Alexandria,56308-1263,0,Family Child Care,Active,MN,1059048
McGhee LaKeisha F,7118 LEE AVE N,Brooklyn Center,55429-1334,0,Family Child Care,Active,MN,1046607
McGlinch Amy L,3559 NEBULA LN SW,Rochester,55902-1543,0,Family Child Care,Active,MN,1083029
Mcinerney Linda M,66 Flandrau Pl,Saint Paul,55106-5813,0,Family Child Care,Active,MN,1074105
McGrane Krystal Leigh,205 2ND ST,Bluffton,56518-1821,0,Family Child Care,Active,MN,1060154
McGowan Courtney L,5472 SW 148TH ST,Ellendale,56026-2081,0,Family Child Care,Active,MN,1111846
McIntire Kathryn Candace,107 1ST ST,Campbell,56522-2212,0,Family Child Care,Active,MN,1102510
McKay Cheryl L,212 Park St,South St Paul,55075-3039,0,Family Child Care,Active,MN,110664
McIntire Gina N,825 S 4th St,Le Sueur,56058,0,Family Child Care,Active,MN,1080923
McKinzie Denise & Verdoes Mallory dba Sunrise Kids Corner,303 SUNRISE LN,Marshall,56258-2025,0,Family Child Care,Active,MN,1111603
McKenna Kari,989 12TH ST NW,Staples,56479-4075,0,Family Child Care,Active,MN,1099769
McLendon Nicollette L,507 Brandenburg St,Luverne,56156,0,Family Child Care,Active,MN,1078190
McLaughlin Virginia,5585 W 137th St,Savage,55378-1883,0,Family Child Care,Active,MN,121687
Mcknight Jill,2248 113th Ave Northwest,Coon Rapids,55433-3615,0,Family Child Care,Active,MN,116458
McMackin Tiffany J,340 Norfolk Ave NW,Elk River,55330-2515,0,Family Child Care,Active,MN,1065330
McMahon Kathryn Eileen,614 Lodge Dr,Jordan,55352-1098,0,Family Child Care,Active,MN,1086218
Mckenzie Denice A,813 5 1/2 St N,Cold Spring,56320-1254,0,Family Child Care,Active,MN,208341
McManigle Bailey R,14 BIRCH AVE NE,Wadena,56482-1349,0,Family Child Care,Active,MN,1108327
McMahon Tamara R,4824 W 112th Street,Bloomington,55437-3403,0,Family Child Care,Active,MN,1043219
McMillin Melanie M,401 MOODY AVE NE,Warroad,56763-2204,0,Family Child Care,Active,MN,1066408
McMenomy Brenda Carol,14371 DEKALB AVE,Rosemount,55068-3680,0,Family Child Care,Active,MN,1022433
McQuiston Joyce Ann dba Educational Care,1309 SAHLMAN AVE,Cloquet,55720-2516,0,Family Child Care,Active,MN,1110418
Mctavish Lori A,5106 Juniata St,Duluth,55804,0,Family Child Care,Active,MN,108386
McPhee Kim M,511 2nd St NW,Byron,55920-1218,0,Family Child Care,Active,MN,110717
McMichael Brittany Lee,1302 4th St NW,New Prague,56071,0,Family Child Care,Active,MN,1099118
Medina Lindsey K,6135 GOLDENROD LN NW,Walker,56484-2226,0,Family Child Care,Active,MN,1004285
McWaters Heather M,32820 57th Ave Ct,Cannon Falls,55009,0,Family Child Care,Active,MN,1083327
Meagan's Licensed Daycare,631 CEDAR AVE N,Maple Lake,55358-2472,0,Family Child Care,Active,MN,1093525
Meeker Rhonda J,201 Lincoln Ct SW,Warroad,56763,0,Family Child Care,Active,MN,1020818
Mee Cynthia A,4850 182nd St,Prior Lake,55372-3037,0,Family Child Care,Active,MN,810811
McRay Melissa,25913 County Rd 25,Plainview,55964,0,Family Child Care,Active,MN,217622
Mehl Shandy Kendall,2082 ELMWOOD DR,Detroit Lakes,56501-8030,0,Family Child Care,Active,MN,1096490
Mehsikomer Teresa L,25409 Kettle River Blvd Tracys Daycare,Wyoming,55092,0,Family Child Care,Active,MN,1074729
Meech Erika A,711 JEFFERSON ST S,Wadena,56482-1847,0,Family Child Care,Active,MN,1105643
Meier Janice Lynn,15642 Cornell Trail,Rosemount,55068-1555,0,Family Child Care,Active,MN,1060664
"Meier, Jessica J",13614 Ettenmoor Ln,Park Rapids,56470-3358,0,Family Child Care,Active,MN,1058075
Meissner Darlene R,3720 Mt Vernon Ln,Woodbury,55129-5011,0,Family Child Care,Active,MN,221479
Meis Nina J,1951 52ND AVE N,Moorhead,56560-8810,0,Family Child Care,Active,MN,203999
Meide Jenna L,5804 303rd St Way,Cannon Falls,55009,0,Family Child Care,Active,MN,1081901
Melbostad Michele T,565 E Main St,Lewiston,55972-0000,0,Family Child Care,Active,MN,1086489
Melby Melissa A,409 W Main Ave,Fertile,56540-4226,0,Family Child Care,Active,MN,1006577
Melberg Rachel M,310 11th St NE,Milaca,56353-4532,0,Family Child Care,Active,MN,1058930
Melander Megan R,105 3rd St NW,Frazee,56544,0,Family Child Care,Active,MN,1089819
Mellem Kim M,13760 Zilla St NW,Andover,55304-4045,0,Family Child Care,Active,MN,203901
Melby Ryan,801 5th Ave SE,Pipestone,56164,0,Family Child Care,Active,MN,1055776
Mellon Simmons Cassandra & Mellon Grant,19236 MEADOW LN,Big Lake,55309-5505,0,Family Child Care,Active,MN,1095832
Memmen Samantha L,9607 PALMER RD,Bloomington,55437-2018,0,Family Child Care,Active,MN,1101182
Menden Roxann L,15708 Jocko Ct,Shakopee,55379,0,Family Child Care,Active,MN,1085302
Mello Dawn Ellen,24945 143RD ST NW,Zimmerman,55398-8611,0,Family Child Care,Active,MN,1116980
Melchert Christine M,402 3RD ST SE,Morristown,55052-4010,0,Family Child Care,Active,MN,1097942
Menk Pamela K,502 N Minnesota Ave,Saint Peter,56082-2419,0,Family Child Care,Active,MN,1060880
Menden Rose,731 6th St N,Winsted,55395-9999,0,Family Child Care,Active,MN,216537
Menne Stephanie R,15595 78th Ct NE,Otsego,55330-4557,0,Family Child Care,Active,MN,1067030
Mendez Angela Marie,744 7TH AVE S,SOUTH SAINT PAUL,55075-2901,0,Family Child Care,Active,MN,1007481
Menning Laura D,783 Pine St,Dawson,56232,0,Family Child Care,Active,MN,1064004
Menning Tara L,1742 21ST ST,Edgerton,56128-1242,0,Family Child Care,Active,MN,1113420
Mercer Hayley,537 WISKOW WAY,Saint Charles,55972-1669,0,Family Child Care,Active,MN,1100228
Menz Mary M,13761 ZILLA ST NW,Andover,55304-4046,0,Family Child Care,Active,MN,1075851
Menshek Bonita L,28610 97TH ST NW,Zimmerman,55398-8503,0,Family Child Care,Active,MN,202455
Menth Sacha K dba Little Tots LLC,18889 95TH ST SE,Becker,55308-0000,0,Family Child Care,Active,MN,1115933
Mergen Carol R,13 Angelfish Ave,Avon,56310-9584,0,Family Child Care,Active,MN,110814
Merkins Kari A,596 Juul Rd,Hutchinson,55350,0,Family Child Care,Active,MN,1048091
Mercil Jenica Jae,236 15TH AVE SW,Baudette,56623-5500,0,Family Child Care,Active,MN,1115142
Merkel Becky S,15115 202nd St,Spring Valley,55975-4652,0,Family Child Care,Active,MN,202909
Merriam Allison Mae,9164 GOLDEN OAK DR,Brainerd,56401-6558,0,Family Child Care,Active,MN,1104050
Merritt Kenneth,2183 A Prospect Drive Northeast,Saint Cloud,56304,0,Family Child Care,Active,MN,1020556
Merritt Kristine M,2183 Prospect Drive Northeast,Saint Cloud,56304,0,Family Child Care,Active,MN,233397
Mergen Virginia H,33462 Co Rd 41,Albany,56307-9721,0,Family Child Care,Active,MN,1064507
Mertens Kelly J,29709 401ST AVE,Roseau,56751-8301,0,Family Child Care,Active,MN,1032181
Mertz Rachel A,707 N Washington,New Ulm,56073-1312,0,Family Child Care,Active,MN,121004
Mershon Nancy,380 5th St SW,Wells,56097-1335,0,Family Child Care,Active,MN,110824
Metteer Amanda,23257 ACORN ST,Sebeka,56477-2279,0,Family Child Care,Active,MN,1108881
Messer Kalley P,21948 DEKALB ST,Little Sauk,56347-5115,0,Family Child Care,Active,MN,1101387
Mettenburg Corinne M,333 Alex Moore St,Sauk Centre,56378,0,Family Child Care,Active,MN,1044561
Meschke Theresa L,8240 250th St W,Morristown,55052,0,Family Child Care,Active,MN,110830
Metty Karen R,3836 Grand Ave S,Minneapolis,55409-1233,0,Family Child Care,Active,MN,210877
Mertens Lynda L,4561 County Road 44,South Haven,55382-9116,0,Family Child Care,Active,MN,110826
Meurer Kylie Sue,607 COULEE WAY,Wabasha,55981-9647,0,Family Child Care,Active,MN,1105469
Mettler Ashlee M,2569 TOWN ROAD 213,International Falls,56649-8920,0,Family Child Care,Active,MN,1105146
Meuleners Joanne,325 118TH AVE NW,Coon Rapids,55448-2412,0,Family Child Care,Active,MN,227790
Metz-Lonetree Jonni (Little Feet Big Steps Daycare LLC),7676 IRISH AVENUE CT S,Cottage Grove,55016-2068,0,Family Child Care,Active,MN,1067246
Meyer Brooke Amber,215 BENSON DR,Lewiston,55952-1440,0,Family Child Care,Active,MN,1107059
Meyer Halie E,104 ANGELIQUE AVE,Wabasha,55981-1720,0,Family Child Care,Active,MN,1113233
Meyer Debra Elizabeth,14485 659TH ST,Wabasha,55981-7500,0,Family Child Care,Active,MN,1111812
Meyer Ashley M,113 4TH ST SW,New Prague,56071-1621,0,Family Child Care,Active,MN,1111178
Meyer Dawn R,35267 State Hwy 11,Roseau,56751,0,Family Child Care,Active,MN,1087492
Meyer Jennifer M,19808 305TH AVE,Pierz,56364-2042,0,Family Child Care,Active,MN,1064495
Meyer Kelsie R,113 MUIRFIELD CIR,Norwood Young America,55397-9622,0,Family Child Care,Active,MN,1108053
Meyer Kayla Marie,663 19TH ST,Zumbrota,55992-7333,0,Family Child Care,Active,MN,1116063
Meyer Kristin Ann-Braam,415 WEST ST,New Ulm,56073-1527,0,Family Child Care,Active,MN,1097056
Meyer Quandra Kaleen,17875 ESSEX LN,Lakeville,55044-4825,0,Family Child Care,Active,MN,1100325
Meyer Mayda A,315 Maple St SW,Sleepy Eye,56085,0,Family Child Care,Active,MN,1080768
Meyer Jane W,207 11th St Circle Southeast,New Prague,56071-1962,0,Family Child Care,Active,MN,228360
Meyer Rebecca Lynn,17367 HIGHLAND DR,Paynesville,56362-9417,0,Family Child Care,Active,MN,1036699
Meyer Sierra Marie,16539 KENOSHA AVE,Lakeville,55044-9247,0,Family Child Care,Active,MN,1105641
Meyer Tanya L,14968 Wildflower Dr,Baxter,56425,0,Family Child Care,Active,MN,1030870
Meyer Tammy S,305 Scout Hill Dr,Glencoe,55336,0,Family Child Care,Active,MN,1060150
Meyer Sarah E,42561 230th Ave,McGregor,55760,0,Family Child Care,Active,MN,1096133
Meyers Kelli J,125 SCHWINGHAMMER DR,Albany,56307-4530,0,Family Child Care,Active,MN,1045096
Meyer Vanessa E,2306 9th Ave SE,Rochester,55904-7166,0,Family Child Care,Active,MN,110901
Meyers Amanda,617 12TH ST,Farmington,55024-1782,0,Family Child Care,Active,MN,1099601
Meyers Kiley,505 UNION ST,Fairmont,56031-2233,0,Family Child Care,Active,MN,1064933
Meyer Wendy M,23455 193rd St,Pierz,56364,0,Family Child Care,Active,MN,1074847
Michaelson Rachel Mary,116 S OREGON AVE,Morris,56267-1514,0,Family Child Care,Active,MN,1103229
Mickolichek Carol D,427 LAKE CT,Winsted,55395-6570,0,Family Child Care,Active,MN,218100
Michalek Donyel R,115 Lake St E,Little Canada,55117,0,Family Child Care,Active,MN,1053326
Midas Alyshia A,13968 160th St,Milaca,56353,0,Family Child Care,Active,MN,1091998
Middleton Jessica I dba Jess's Jungle LLC Daycare,9338 MINNESOTA LN N,Maple Grove,55369-4442,0,Family Child Care,Active,MN,1102178
"Mickelson, Kendra K",43242 STATE HIGHWAY 65,McGregor,55760-5684,0,Family Child Care,Active,MN,1111180
Mikkelsen Mindi L,14341 Askelson Dr,Lake Park,56554,0,Family Child Care,Active,MN,1014513
Mikkelson McKenzie R,903 VIKING ST,Alexandria,56308-2144,0,Family Child Care,Active,MN,1082989
Mikonowicz Mary K,1028 Falcon Way,Jordan,55352-1853,0,Family Child Care,Active,MN,1028581
Milander Julie A,995 Pacific Ave,Hancock,56244,0,Family Child Care,Active,MN,1005473
Mikrut Launa Esther,10016 190TH AVE NW,Elk River,55330-2451,0,Family Child Care,Active,MN,1105711
Miland Jody L,10 6th Ave S,Sartell,56377,0,Family Child Care,Active,MN,1044216
Milbrath Suzanne L,82289 380th Ave,Okabena,56161,0,Family Child Care,Active,MN,237339
Midtling Schultze April,736 E 3RD ST,Litchfield,55355-2320,0,Family Child Care,Active,MN,1099273
Milbrandt Renee,511 4th St,Holdingford,56340,0,Family Child Care,Active,MN,1001507
Millar Brenda,12418 Muninn Lane NW,Bemidji,56601,0,Family Child Care,Active,MN,1036918
Miles Amanda K,1153 126th Lane NE,Blaine,55434-4007,0,Family Child Care,Active,MN,1039083
Millam Denise M,5205 Edinburgh Way,Big Lake,55309,0,Family Child Care,Active,MN,1047235
Miller Angela M,635 Elm St,Hutchinson,55350,0,Family Child Care,Active,MN,1011202
Miley Bonnie Kay & Jaakola Jody,5151 148TH PATH W,Apple Valley,55124-7721,0,Family Child Care,Active,MN,1021243
Miller Arielle E,1424 W MAIN ST,Albert Lea,56007-1816,0,Family Child Care,Active,MN,1087366
Millen Theresa,3285 Lower 150th St,Rosemount,55068-4328,0,Family Child Care,Active,MN,211882
Miller Evenson Peggy,105 Lincoln Ave,Mentor,56736,0,Family Child Care,Active,MN,1091886
Miller Cindy,703 6th St N,Lake City,55041-1309,0,Family Child Care,Active,MN,203445
Miller Debra,200 Country Club Dr,Mankato,56001,0,Family Child Care,Active,MN,1066549
Miller Gayle M,717 N Swift St,Saint Peter,56082-1839,0,Family Child Care,Active,MN,1039432
Miller Crystal L,1109 COUNTY ROAD 4,Saint Cloud,56303-0229,0,Family Child Care,Active,MN,1094864
Miller Heidi M,705 Dale St SW,Hutchinson,55350,0,Family Child Care,Active,MN,1095750
Miller Gayle M,620 N 12th St,Breckenridge,56520,0,Family Child Care,Active,MN,220699
Miller Inetta E,1731 Morgan Ave N,Minneapolis,55411-3016,0,Family Child Care,Active,MN,234137
Miller Karla M,124 Sumac Drive,Alexandria,56308-7916,0,Family Child Care,Active,MN,1007242
Miller Kathryn M,1926 Knollwood Circle,Saint Cloud,56303,0,Family Child Care,Active,MN,1046470
Miller Greta,4049 39th St S,Moorhead,56560,0,Family Child Care,Active,MN,1009680
Miller Kelly J,7505 VALLEY VIEW WAY,Cannon Falls,55009-4249,0,Family Child Care,Active,MN,1059032
Miller Kimberly Mae,18130 Cherry Creek Lane,Detroit Lakes,56501,0,Family Child Care,Active,MN,1094863
Miller Kim J,118 4th St NW,Clara City,56222,0,Family Child Care,Active,MN,1045158
Miller Kari F,408 3rd St SE,Pelican Rapids,56572,0,Family Child Care,Active,MN,1085324
Miller Nicole M,32945 MALLARD DR,Hillman,56338-4517,0,Family Child Care,Active,MN,1076658
Miller Lonetta,105 Emmons Road,Onamia,56359,0,Family Child Care,Active,MN,219758
Miller Michelle D,304 Maplebrook Dr NE,Stewartville,55976,0,Family Child Care,Active,MN,1054550
Miller Nichole A,19830 Roberds Lake Blvd,Faribault,55021,0,Family Child Care,Active,MN,1074615
Miller Samantha,1058 VanBuren,Owatonna,55060,0,Family Child Care,Active,MN,1060265
Miller Sabrina C,8151 NATURES EDGE RD,Clear Lake,55319-4506,0,Family Child Care,Active,MN,1081350
Miller Ruth A,321 W 9th St,Blue Earth,56013-1328,0,Family Child Care,Active,MN,111060
Miller Paige Jordan,33771 SHADYWOOD RD,Grand Rapids,55744-4808,0,Family Child Care,Active,MN,1107125
Miller Susan,12935 Red Fox Rd,Rogers,55374,0,Family Child Care,Active,MN,210555
Miller Yvrose C,12765 JOHNSON ST NE,Blaine,55434-4055,0,Family Child Care,Active,MN,1082360
Miller Sara L,345 5th St SE,Oronoco,55960,0,Family Child Care,Active,MN,1095439
Milless Patrice M,9475 LABEAUX AVE,Otsego,55362-8116,0,Family Child Care,Active,MN,1057592
Miller Stacey A,4451 30th Ave Southeast,Alexandria,56308-4514,0,Family Child Care,Active,MN,1019000
Milligan Julie A,2020 152nd Ln NE,Ham Lake,55304-5749,0,Family Child Care,Active,MN,221642
Milless Katie A,10120 47th St NE,Saint Michael,55376,0,Family Child Care,Active,MN,1077936
Millington Christine,1832 S VILLAGE DR SE,Rochester,55904-5181,0,Family Child Care,Active,MN,1078283
Mills Cynthia,7594 GREENFIELD AVE,Mounds View,55112-4009,0,Family Child Care,Active,MN,206174
Mills Karol A,1250 3 1/2 Ave NW,Byron,55920,0,Family Child Care,Active,MN,1074279
Minegar Kayla J,631 LARCH AVE,La Crescent,55947-1270,0,Family Child Care,Active,MN,1111089
Milovich Sarah,8347 116TH WAY N,Champlin,55316-2725,0,Family Child Care,Active,MN,1108428
Milton Kathi,6739 16th Ave S,Richfield,55423-2727,0,Family Child Care,Active,MN,1027506
Mindermann Courtney L,51495 410TH ST,New York Mills,56567-9376,0,Family Child Care,Active,MN,1105539
Minikel Melissa J,1140 Sunset Bay,Woodbury,55125,0,Family Child Care,Active,MN,1058686
Minett Jennifer L,121 Central Ave S,Balaton,56115,0,Family Child Care,Active,MN,1090113
Minhas Farah Jamal,4432 Jackson St NE,Columbia Heights,55421-2935,0,Family Child Care,Active,MN,1063825
Minke Nicole M,8124 Clinton Ave S,Bloomington,55420,0,Family Child Care,Active,MN,1092081
Minjares Sara Ashley,2912 9TH AVE,Anoka,55303-1822,0,Family Child Care,Active,MN,1103981
Minor Dawn M,1117 Fox Run Rd,Waconia,55387,0,Family Child Care,Active,MN,1058010
Minkel Anna May,901 N 8TH ST,Olivia,56277-1135,0,Family Child Care,Active,MN,1106324
Minor Diane E,40635 Golden Ave,North Branch,55056,0,Family Child Care,Active,MN,1015750
Minnick Sarah,1212 SE 9th St,Willmar,56201,0,Family Child Care,Active,MN,1005904
Mischke Tamera K,1050 20th Street,Windom,56101,0,Family Child Care,Active,MN,1021463
Mirelli Shirene A,340 Main St W,Alden,56009,0,Family Child Care,Active,MN,1083449
Miske Catherine A & Borchert Evan M,1625 Innsbruck Pkwy W,Columbia Heights,55421-2019,0,Family Child Care,Active,MN,1057364
Minter Michelle,306 4TH AVE S,Raymond,56282-2121,0,Family Child Care,Active,MN,111101
Mitchell Kimberly M,2491 Highway 210,Cloquet,55720-9776,0,Family Child Care,Active,MN,1022068
Mitchell Sherry J,6414 Dupont Ave N,Brooklyn Center,55430-1824,0,Family Child Care,Active,MN,1052716
Mitchell Bethany M,39512 460th Ave,Perham,56573-0000,0,Family Child Care,Active,MN,1084188
Miskowic Rebecca A,115 144TH AVE NW,Andover,55304-0000,0,Family Child Care,Active,MN,1088384
Mithun Pamela,46653 208th St,Morris,56267,0,Family Child Care,Active,MN,1014524
Mitchell Theresa,8391 Spring Lk Rd,Mounds View,55112-6151,0,Family Child Care,Active,MN,231765
Modjeski Cassie Jo,705 HIAWATHA DR E,Wabasha,55981-1622,0,Family Child Care,Active,MN,1114695
Mix Taylor E,504 E 8th St,Starbuck,56381,0,Family Child Care,Active,MN,1094711
Moe Selby,435 HAMLINE AVE S,Saint Paul,55105-2942,0,Family Child Care,Active,MN,1104278
Moberg Kendra R,327 1st St Kids Korner Daycare,Clinton,56225,0,Family Child Care,Active,MN,1083092
Moe Theresa M,7346 HAMES WAY,Eden Prairie,55346-4215,0,Family Child Care,Active,MN,111143
Moehle Julie Anne,1108 Maple Street,Farmington,55024,0,Family Child Care,Active,MN,1024558
Moeller Abby,509 W Luverne St,Luverne,56156,0,Family Child Care,Active,MN,1065167
Moeller Barbara,4415 Dodge Street,Duluth,55804,0,Family Child Care,Active,MN,111147
Moe Yotter Cynthia J,35859 SPANG RD,Hill City,55748-1538,0,Family Child Care,Active,MN,1114033
Moeller Deborah,2442 Hamlet Ave N,Oakdale,55128-4921,0,Family Child Care,Active,MN,204215
Moffat Christina,4383 Common St SW,Winsted,55395,0,Family Child Care,Active,MN,1041295
Moenkedick-Burns Sandra K,401 W MAIN ST,Perham,56573-1456,0,Family Child Care,Active,MN,1002414
Mogensen Jill M,506 Central Ave,Brandon,56315,0,Family Child Care,Active,MN,1046398
Mogil Cathleen R,2789 Voyageur Dr,Woodbury,55125-3463,0,Family Child Care,Active,MN,1055355
Mohamed Suleka M & Jama Kausar H,1805 Lacota Ln,Burnsville,55337,0,Family Child Care,Active,MN,1061301
Moeller Karen A,2214 170th ST,Fairmont,56031-1489,0,Family Child Care,Active,MN,1046318
Mogensen Wanda J,1304 19TH AVE SE,Willmar,56201-5490,0,Family Child Care,Active,MN,1083531
Mohomed Amran Hassan,1672 Prosperity Rd,Saint Paul,55106-1327,0,Family Child Care,Active,MN,1061417
Mohamed Ardo Abdi,5661 162ND ST W,Lakeville,55044-2271,0,Family Child Care,Active,MN,1107383
Mohr Jessica,404 Crystal Cr,Mankato,56001,0,Family Child Care,Active,MN,1037926
Mohamoud Hodon A & Mohamed Abdullahi O,1455 80th Ave NE,Spring Lake Park,55432,0,Family Child Care,Active,MN,1066597
Moinicken Hilary,14256 Drake Path,Apple Valley,55124-5958,0,Family Child Care,Active,MN,222291
Moir Tonya J,1028 Hamlet Dr S,Avon,56310,0,Family Child Care,Active,MN,1081713
Moist Chacey,4477 NW 21st Street,Willmar,56201,0,Family Child Care,Active,MN,1004601
Moldenhauer Maria S,5307 Idaho Ave N,Crystal,55428,0,Family Child Care,Active,MN,1081489
Molstad Kathryn Ann,7095 Bester Ave,Inver Grove Heights,55076-2623,0,Family Child Care,Active,MN,231960
Mollick Rachel L,3032 KENTUCKY AVE S,SAINT LOUIS PARK,55426-3445,0,Family Child Care,Active,MN,1095648
Moliter-Holzheu Valerie,7180 SPRUCE DR SUPER TIGERS &amp;AMP; TIGER TOTS CHILD CARE,Princeton,55371-1135,0,Family Child Care,Active,MN,1034202
Mollert Kimberly D,591 E 12th St,Saint Charles,55972,0,Family Child Care,Active,MN,203014
Money Sandra,7437 Mckinley St NE,Fridley,55432-3640,0,Family Child Care,Active,MN,111191
Monjeau Samantha Rae,6117 ALBERT LN,North Branch,55056-3303,0,Family Child Care,Active,MN,1106085
